Latitude,Longitude
41.8789661034259,-87.72673345412568
41.76836587673295,-87.68836274472295
41.810564946613454,-87.6753212816967
41.94189139041086,-87.65095594008946
41.76670311378404,-87.61180837499536
41.868073925818955,-87.62729001917434
41.75614698106512,-87.64831652809674
41.951333686023325,-87.83560177939023
41.84319861628092,-87.61775372036006
41.77660351293202,-87.67277593563846
41.774394009609125,-87.6760650620362
41.81501028789159,-87.72400277127547
42.01312718504465,-87.68635207369601
41.7329108286852,-87.60458453399514
41.77660351293202,-87.67277593563846
41.9360003809311,-87.68132155713974
41.809330746429836,-87.61278643334224
41.896578515842585,-87.71283699492878
41.89557801136314,-87.71559406923835
41.756874728933596,-87.57624654009346
41.77684419152766,-87.58830443939256
41.78314729371116,-87.65372336694583
42.01622312713736,-87.66441785551693
41.88503454326935,-87.71608859008688
41.81374765185355,-87.72395237767812
41.793920347997975,-87.62582713548207
41.90304781824019,-87.73108998172589
41.874049585146345,-87.75515890018245
41.72180777438288,-87.62528540219827
41.796671004458155,-87.72311299449215
41.978635139883494,-87.84630850047242
41.99120415808476,-87.66015535707466
41.77903992205171,-87.6910751997835
41.85426212435776,-87.6564654583099
41.776886068899906,-87.67037534371909
41.67868333205322,-87.62974105804165
41.7302515883227,-87.54553277237416
41.90086500411967,-87.66727618724889
41.91375187862683,-87.65368796207231
41.78431067255902,-87.72673183628433
41.93101780377363,-87.66336842739352
41.786568059159414,-87.6642438049496
41.868073925818955,-87.62729001917434
41.92256229775967,-87.69704205437405
41.85366799815093,-87.71155977826248
41.82387834431705,-87.62206702095644
41.95285294359039,-87.7963935191599
41.90998082892002,-87.7086880722639
41.80861298276146,-87.67566404206998
41.87139491819816,-87.72521524212503
41.94973516179704,-87.67029671881669
41.93144148365425,-87.74521074310832
41.76502248790008,-87.64425969998081
41.8845873632134,-87.63108538367486
41.75549734350303,-87.57837008592266
41.954590879223794,-87.77697503709932
41.921122136204296,-87.68633801001265
41.90920217036186,-87.67540037578142
41.87980290536681,-87.73559360965805
41.89089342355171,-87.63420055172921
41.73322395136973,-87.57577328404595
41.88301706424502,-87.6778724375883
41.95434753043662,-87.65468692729189
41.86523313722003,-87.73233711153092
41.81493129584025,-87.69332862233529
41.80352087937627,-87.58611760725958
41.83640605045931,-87.64049643939566
41.78574145138397,-87.72432765764155
41.89948390858062,-87.687320508956
41.75621409883634,-87.62990277046372
41.909804687735345,-87.72391400230758
41.76048488912063,-87.66259423484588
41.89484220074153,-87.75233056134886
41.75974509918524,-87.56301071135967
41.92039866857812,-87.76871078097736
41.79246647124441,-87.59795498879951
41.88348007632849,-87.62773002753053
41.87274621293928,-87.71667680697628
41.76927960652151,-87.68444222148145
41.92777915279103,-87.76840684068482
41.996260753597305,-87.67036581294042
41.746760623064105,-87.64771640221198
41.80915660221544,-87.62404924123115
41.741191041049404,-87.55286661673074
41.75710668145066,-87.55835098727812
41.92056260973323,-87.70718125339185
41.889725388820786,-87.75311146015231
41.7892563987697,-87.65703239265954
41.87405199653799,-87.75509278693094
41.653853424720644,-87.6069473752065
41.978787100876175,-87.68941030450321
41.76738954031024,-87.61273909003958
41.88226896147094,-87.74764488689482
41.67143312452735,-87.64063957523986
41.98225359943601,-87.76820876439452
41.7491745497398,-87.60042085029049
41.81062289048879,-87.60186664943996
41.80003116985294,-87.62083078503531
41.78409598535499,-87.66811577778192
41.862990601028805,-87.71264055048997
41.78005315587809,-87.64980001973053
41.88106864307898,-87.72061412679335
41.92535594321812,-87.66139924156845
41.922775788812714,-87.65337540552854
41.75827436739525,-87.61646955174804
41.967936543092975,-87.74622836737049
41.87793255823675,-87.68620101274198
41.97766649691341,-87.84632323643838
42.00250925932195,-87.6925927528266
41.80887675344157,-87.70263597421064
41.78561086113936,-87.6535873492989
41.9703491523981,-87.71139713098646
41.84651444425276,-87.6991467943739
41.8777184577741,-87.6548116345001
41.7048265599135,-87.62806816994522
41.893017767520824,-87.7497210175956
42.010521856042544,-87.6613241908305
41.739991313729504,-87.56255433204025
41.685940287619026,-87.67866117621108
41.77542090806471,-87.68339413693356
41.88061944093288,-87.6474734282125
41.7603203657975,-87.56654812155335
41.81620308086042,-87.61992888189731
41.74498599468169,-87.66463906550547
41.975032932853566,-87.78047102786357
41.74998102466071,-87.60165766062711
41.96168822768961,-87.71085263486795
41.92455793682788,-87.73914833284769
41.84119927646832,-87.70874827794805
41.88088091900645,-87.70466782122699
41.97716300485221,-87.78920546054275
41.76035554976331,-87.61443416634128
41.982539281561735,-87.689563753652
41.82741593114743,-87.68226309446791
41.76888352316788,-87.66043194558227
41.85743748914292,-87.71900068061016
41.79475283681018,-87.62553927184626
41.78905596375062,-87.62247042212644
41.68493882270477,-87.66110964989923
41.96367105495351,-87.71826065145665
41.79296848047324,-87.78563949443038
41.75237857711934,-87.56125174230644
41.74813325811755,-87.6866120894087
41.87052523775145,-87.62428542610631
41.966493130895806,-87.65417930113836
41.935624685085216,-87.72693924922685
41.79115802549138,-87.68655016647656
41.91675555332728,-87.75136761043856
41.658951902179076,-87.54003486589319
41.90410244082095,-87.7338719085787
41.97941282557816,-87.68941871162829
41.751620176655265,-87.60049197862239
41.93620647443571,-87.66514075123155
41.8073940971045,-87.61247802158599
41.93261450783228,-87.64887182182648
41.94114134363603,-87.80423627660926
41.74437637318847,-87.66221959438658
41.77709297241185,-87.67008724858958
41.654176614739264,-87.5388237174243
41.77588202710884,-87.683407812043
41.74922787829877,-87.54785503248246
41.7511352256016,-87.60753376577073
41.997604929158705,-87.70341727902515
41.96175450335607,-87.66503934421264
41.76246687655658,-87.5649757813688
41.759099792615345,-87.55805578403054
41.854004624561284,-87.68363059497838
41.906768207472744,-87.7631882116496
41.75005976797364,-87.59894491580417
41.80252998994848,-87.59201569935138
41.86388025800409,-87.65918347402273
41.70082732531839,-87.62884058284362
41.876716288882314,-87.74529049224202
41.93781996420798,-87.74699719360554
41.887025337638434,-87.61660378933759
41.98211459136126,-87.76728682705338
41.81367893375798,-87.64064971997962
41.69398304372389,-87.72029494063845
41.74920467895788,-87.57213335960068
41.90377900365178,-87.63217918883343
41.91754428628362,-87.70272818749653
41.9030697735269,-87.67796860116579
41.728185653184525,-87.59992311795433
41.96760339505172,-87.7524862044691
41.710787223204576,-87.60000738486208
41.93980723880647,-87.65397737995927
41.944619041986755,-87.64955578508525
41.742337958101615,-87.71873594711165
41.88348632446038,-87.70839168685599
41.78715042701911,-87.69620475421749
42.0034073537757,-87.69964775865245
41.760331262528474,-87.55794932992725
41.74414015544468,-87.70238315087526
41.85932521500074,-87.70926939748199
41.852751458343924,-87.62440468220471
41.87510188604609,-87.72979923827667
41.80906880598377,-87.64023721554645
41.85425482603094,-87.72791402916472
41.842145121947745,-87.6397225661951
41.80906880598377,-87.64023721554645
41.7980475949991,-87.70109916869269
41.94010159748368,-87.64855652411775
41.9311062587629,-87.65972556246999
41.69245442676784,-87.62483119253186
41.71091550843637,-87.65623904775484
42.022127348720076,-87.66750626883304
41.80415359399858,-87.60863020408983
41.76863310482009,-87.59039727184233
41.88550474590183,-87.62808233389251
41.696240184028284,-87.5966721664342
41.72366827481125,-87.65529195174145
41.940863140725924,-87.72274724046531
41.98046346866982,-87.68012154677862
41.9117647592227,-87.74939597029434
41.878713896927216,-87.72938703481296
41.876716288882314,-87.74529049224202
41.874609318944216,-87.65668775238656
41.656572184158456,-87.60247802496322
41.88029005672326,-87.75299118646501
41.733071646300495,-87.62104004869347
41.89252579140816,-87.61808487363032
41.889937260679574,-87.62906926686259
41.85517409472219,-87.65058645231191
41.813648085042,-87.64008513576407
41.74928553773593,-87.60406221926986
41.75227546395381,-87.64935451717314
41.89290960641241,-87.75328832083872
41.80260963379407,-87.58609518581864
41.65799457276923,-87.59744485346313
41.9272662798738,-87.65585598012
41.85844111232131,-87.62409222660527
41.877611628553275,-87.69062527805988
41.71545018810896,-87.59834645717014
42.00831615099178,-87.6680256188362
41.689270292380684,-87.6409242140321
41.893920305971335,-87.77448276706527
41.75111677450217,-87.60852344906624
41.87235664977005,-87.65721452744005
41.838471511700895,-87.73032336135496
41.77885838275134,-87.69840596618926
41.67264602616429,-87.62264365992085
41.77990850698705,-87.68351381083167
41.90499947586368,-87.75959287410184
41.87449190127035,-87.70811213899523
41.955524611042236,-87.71591255033552
41.90250168506877,-87.67221823258556
41.953174708620885,-87.77637708901267
41.8741476780273,-87.74743998449665
41.89505427266037,-87.75520088909882
41.88802702239141,-87.77138675613615
41.854398930989376,-87.73341126619074
41.87675230699911,-87.74375163392331
41.87641159725805,-87.74527492598214
41.75670060944567,-87.5616250856435
41.90455787622681,-87.72809658479287
41.74473704171902,-87.64250521905451
41.890123016620066,-87.6316197261451
41.9041626470798,-87.62984601375872
41.93121279832598,-87.66245498174489
41.94435586585728,-87.65515312606883
42.01830099843099,-87.68313480316013
41.85661714817923,-87.6500535287765
41.881603621799485,-87.75335019098368
41.974128107627,-87.6934546674472
41.90554549492528,-87.75847857167437
41.9434662389993,-87.64951664273455
41.78338870028472,-87.63179476287958
41.98200390597459,-87.76821465031028
41.841171774352134,-87.62814732735933
41.88167571155948,-87.646970060384
41.910438773827494,-87.72498073040714
41.89015682999035,-87.6290742003444
41.90371594745812,-87.63129090612556
41.77458944093007,-87.60472881579145
41.75000352473638,-87.55133066345904
41.91034969666201,-87.67883831330091
41.74830486401209,-87.66717348761844
41.909442935422085,-87.67623184981736
41.94546815799732,-87.65623306198535
41.96695980414483,-87.73405149064992
41.85332530318513,-87.7249459683007
41.889937260679574,-87.62906926686259
